Stockfish_Evaluation,Time_Left,Pieces_Left,Elo_Difference,Predicted_Outcome
-0.61,10.5,13.0,-33.0,0
-0.07,28.4,14.0,2.0,1
2.55,16.4,12.0,-45.0,1
1.0,14.8,15.0,13.0,0
1.41,25.6,11.0,48.0,1
-0.74,18.7,15.0,12.0,0
0.61,10.2,14.0,13.0,0
0.61,16.5,15.0,7.0,0
0.42,12.6,16.0,-3.0,0
-0.78,21.3,14.0,1.0,0
0.47,12.0,13.0,-3.0,0
4.22,14.2,13.0,32.0,1
-1.5,10.3,18.0,-46.0,0
3.42,15.1,19.0,-10.0,0
0.08,12.6,13.0,-35.0,0
0.14,14.7,15.0,-28.0,0
1.78,9.8,10.0,-35.0,0
0.77,17.5,14.0,10.0,0
1.03,17.8,11.0,23.0,0
-0.78,14.4,14.0,-19.0,0
2.42,23.3,18.0,-54.0,0
-3.2,12.2,10.0,-34.0,0
-0.3,17.0,12.0,56.0,1
0.24,21.0,12.0,-56.0,0
-1.15,22.4,10.0,34.0,0
0.06,7.8,18.0,60.0,0
-3.93,20.2,16.0,9.0,0
-2.59,20.5,20.0,-111.0,0
0.74,25.5,12.0,-70.0,1
0.49,18.2,10.0,-12.0,0
-0.76,18.2,18.0,9.0,1
1.96,22.2,14.0,24.0,0
2.77,16.1,14.0,2.0,0
3.62,18.8,19.0,-3.0,1
-3.77,25.9,16.0,8.0,1
2.77,14.2,18.0,54.0,1
-2.32,24.7,13.0,71.0,0
0.6,20.3,13.0,72.0,0
1.22,14.1,14.0,-45.0,0
3.22,9.8,17.0,26.0,1
0.94,28.4,15.0,23.0,1
0.93,14.5,16.0,52.0,0
-1.68,19.6,7.0,-4.0,1
1.8,19.1,9.0,87.0,1
-1.73,9.1,9.0,-27.0,0
2.81,6.6,14.0,28.0,1
0.06,17.5,11.0,54.0,0
3.32,14.7,20.0,17.0,1
-1.43,16.9,15.0,-125.0,0
3.15,24.2,16.0,-25.0,1
0.94,18.9,12.0,60.0,0
2.59,22.2,12.0,-49.0,1
2.14,20.3,20.0,-11.0,1
0.27,15.5,20.0,-52.0,0
2.43,11.2,16.0,31.0,0
-4.18,19.2,9.0,84.0,0
-0.29,18.0,14.0,-25.0,0
-3.32,16.8,16.0,-7.0,0
-0.06,16.6,14.0,-34.0,0
-0.84,15.6,9.0,31.0,0
1.2,16.1,21.0,25.0,0
0.93,11.8,12.0,41.0,0
-0.57,26.5,11.0,17.0,1
-1.92,15.5,15.0,-11.0,0
0.16,14.4,19.0,-51.0,0
2.61,23.8,17.0,-86.0,1
2.34,6.0,11.0,-20.0,0
-3.01,7.0,11.0,-39.0,0
-1.77,13.1,8.0,-75.0,0
-3.07,19.7,14.0,-50.0,1
-0.01,5.4,14.0,43.0,0
-2.81,10.0,17.0,29.0,0
-0.75,20.4,13.0,26.0,0
-1.26,13.1,18.0,-25.0,0
-4.26,21.8,17.0,-9.0,0
1.97,25.2,13.0,45.0,1
0.64,30.0,16.0,-38.0,1
3.73,23.4,19.0,-25.0,1
0.27,10.7,12.0,18.0,1
4.83,20.9,14.0,28.0,1
0.99,7.7,14.0,-119.0,1
2.27,15.6,14.0,17.0,1
-0.5,16.0,17.0,25.0,0
1.33,17.0,18.0,103.0,1
0.79,23.2,16.0,8.0,0
-3.33,14.6,16.0,26.0,0
-0.21,11.6,13.0,-10.0,1
1.52,23.8,16.0,15.0,1
0.31,21.6,11.0,83.0,0
2.84,11.7,22.0,-106.0,1
-1.13,8.9,19.0,21.0,0
-1.78,27.5,18.0,81.0,1
-0.17,21.4,16.0,65.0,0
0.82,9.7,16.0,83.0,0
2.78,12.0,10.0,-24.0,1
0.62,21.0,11.0,-2.0,0
1.31,10.0,12.0,2.0,0
0.58,15.1,15.0,-111.0,0
2.91,22.6,14.0,30.0,1
2.94,17.9,17.0,35.0,1
-1.57,15.8,12.0,-13.0,0
0.77,23.7,18.0,44.0,1
-1.99,25.4,13.0,24.0,0
1.63,12.2,14.0,-37.0,0
-0.79,10.1,18.0,0.0,0
-1.59,19.7,17.0,24.0,0
-4.08,12.4,11.0,-39.0,0
2.17,16.6,18.0,36.0,1
0.29,20.7,15.0,-13.0,0
0.5,20.6,9.0,34.0,0
-0.27,12.2,12.0,-21.0,0
-1.52,16.0,14.0,49.0,0
-1.84,21.5,11.0,-57.0,0
1.1,14.4,19.0,-55.0,0
0.69,23.6,14.0,34.0,1
1.06,23.1,16.0,-4.0,1
3.21,24.6,16.0,-55.0,1
1.13,25.4,17.0,45.0,1
1.02,28.0,20.0,84.0,1
-0.9,18.6,17.0,-10.0,0
-0.46,18.0,20.0,-12.0,0
-2.48,17.1,17.0,77.0,0
1.36,20.9,15.0,79.0,0
-1.76,6.8,16.0,-14.0,1
-1.72,18.8,7.0,8.0,0
-2.81,24.6,14.0,38.0,0
-1.45,21.0,15.0,32.0,0
2.67,22.1,16.0,-118.0,0
0.99,16.3,15.0,-27.0,0
-0.25,19.8,16.0,44.0,0
-1.94,16.1,11.0,-14.0,0
0.55,24.4,10.0,-46.0,0
0.37,16.0,11.0,54.0,0
0.91,13.9,20.0,-42.0,0
5.01,18.9,11.0,-65.0,1
0.99,5.0,13.0,48.0,0
-1.39,8.4,15.0,15.0,0
-2.77,14.6,10.0,-42.0,0
-1.12,11.2,12.0,-105.0,0
-0.91,23.1,17.0,25.0,0
1.66,11.0,14.0,9.0,0
-1.24,22.3,20.0,27.0,0
-1.98,13.0,10.0,-74.0,0
1.08,13.3,14.0,-70.0,0
-1.24,5.0,14.0,24.0,0
-1.03,15.2,15.0,100.0,1
-1.69,22.2,11.0,92.0,0
-0.94,8.9,13.0,-49.0,0
-1.16,21.9,17.0,14.0,0
-0.05,14.7,14.0,37.0,0
-0.29,14.3,12.0,-30.0,0
-2.44,20.3,21.0,37.0,0
2.48,24.7,15.0,-1.0,1
-0.63,20.9,17.0,-9.0,1
-2.83,13.6,17.0,-22.0,0
-0.83,10.5,15.0,22.0,0
0.51,17.8,13.0,-38.0,0
-2.36,16.0,16.0,-17.0,0
1.7,15.5,13.0,5.0,0
2.77,11.4,16.0,-9.0,1
2.17,8.7,15.0,23.0,0
1.34,30.0,18.0,46.0,1
0.84,14.6,12.0,-29.0,0
0.69,21.5,17.0,-29.0,0
0.74,21.9,17.0,-13.0,0
-1.21,17.8,14.0,-32.0,0
-0.05,17.1,17.0,-28.0,1
-2.48,10.5,16.0,94.0,0
1.28,13.1,17.0,-43.0,0
-2.41,19.9,17.0,122.0,0
0.42,17.0,15.0,7.0,0
2.12,23.4,13.0,5.0,1
-1.21,22.1,13.0,24.0,0
-0.22,12.4,14.0,126.0,0
-3.73,24.6,18.0,-50.0,0
0.13,22.3,17.0,19.0,0
-2.98,21.8,18.0,-38.0,0
-1.11,30.0,18.0,2.0,1
-0.1,26.5,14.0,40.0,1
0.47,21.8,21.0,1.0,0
-0.33,21.0,15.0,85.0,1
0.75,18.0,14.0,6.0,0
-0.08,13.9,16.0,-15.0,0
3.7,13.9,16.0,-31.0,1
-3.74,10.6,13.0,45.0,0
-0.32,12.1,15.0,-41.0,0
-4.44,21.2,14.0,92.0,0
-0.79,18.5,15.0,97.0,0
3.68,12.1,17.0,13.0,1
1.38,17.7,14.0,-1.0,0
-2.86,18.9,17.0,-6.0,1
-1.09,18.0,11.0,55.0,0
-0.35,17.4,18.0,-40.0,0
1.01,12.0,14.0,-26.0,0
1.7,20.3,14.0,-66.0,0
3.26,15.4,16.0,-23.0,0
1.95,19.7,16.0,33.0,1
1.51,10.9,15.0,-67.0,0
-3.53,12.5,12.0,-2.0,0
0.82,13.3,14.0,-67.0,0
0.99,20.4,15.0,1.0,0
0.04,15.2,16.0,-12.0,0
1.31,16.7,13.0,-37.0,0
-1.72,14.6,13.0,-27.0,0
-2.64,13.2,16.0,-81.0,0
-1.9,19.8,15.0,9.0,1
0.74,11.0,15.0,-2.0,0
2.62,12.4,7.0,-6.0,1
0.16,8.3,14.0,-9.0,0
-1.37,18.4,18.0,9.0,0
0.23,18.2,13.0,14.0,0
6.89,13.7,16.0,-27.0,1
-0.9,17.7,11.0,12.0,1
1.93,14.8,10.0,-18.0,0
-0.36,18.7,16.0,3.0,0
-1.08,25.7,15.0,39.0,1
-2.66,22.9,14.0,176.0,0
-0.61,5.0,18.0,-84.0,0
1.7,8.7,14.0,22.0,0
-1.74,21.8,13.0,-35.0,0
1.76,18.1,13.0,-27.0,0
-1.71,11.9,12.0,-36.0,0
-0.84,20.5,16.0,11.0,0
-2.05,21.3,14.0,-2.0,0
4.64,21.5,18.0,-74.0,1
0.61,21.7,6.0,47.0,0
-0.65,14.5,18.0,-32.0,0
2.58,17.0,16.0,-2.0,1
-0.65,18.7,15.0,-23.0,0
0.92,22.1,11.0,-18.0,0
3.12,13.5,10.0,-53.0,1
2.95,26.8,17.0,-58.0,1
0.34,17.7,16.0,-18.0,0
0.03,19.3,16.0,-43.0,0
2.55,21.7,15.0,-45.0,1
-2.16,25.1,18.0,-105.0,0
-0.52,9.1,13.0,67.0,0
-0.59,10.5,14.0,7.0,0
1.0,15.5,14.0,17.0,0
-1.18,30.0,14.0,53.0,1
2.3,16.4,19.0,-64.0,0
0.17,19.3,11.0,13.0,1
-2.08,18.4,9.0,-6.0,0
-0.71,23.6,11.0,88.0,1
-2.12,18.6,17.0,52.0,0
-1.36,15.6,15.0,-9.0,1
1.66,10.0,10.0,-32.0,0
-2.87,19.2,15.0,22.0,0
-1.11,24.8,14.0,-36.0,1
1.78,20.0,17.0,-102.0,0
1.37,22.3,17.0,-66.0,0
-1.6,9.2,23.0,-54.0,0
-1.8,12.4,11.0,-57.0,0
3.15,23.0,9.0,-3.0,1
0.23,20.4,17.0,-54.0,0
-2.86,15.4,18.0,-39.0,0
-0.08,19.9,11.0,-17.0,1
2.17,10.3,11.0,-83.0,0
-1.79,25.1,16.0,46.0,0
-1.83,15.4,20.0,-24.0,0
0.44,15.0,12.0,20.0,0
-2.7,14.6,15.0,72.0,0
0.03,20.0,9.0,-23.0,0
-2.36,18.4,14.0,-21.0,0
-5.31,21.6,15.0,-46.0,0
0.17,20.5,19.0,-49.0,0
-2.67,14.6,13.0,48.0,0
0.56,25.7,17.0,65.0,1
1.19,9.8,13.0,-62.0,0
-2.05,18.5,15.0,-90.0,0
-0.9,16.7,21.0,54.0,0
3.72,16.8,20.0,38.0,1
-1.13,19.1,21.0,45.0,0
2.1,18.6,16.0,-7.0,1
-1.15,12.7,14.0,-18.0,0
-0.43,20.3,16.0,-67.0,0
-0.14,14.4,16.0,-13.0,0
1.84,18.3,16.0,-73.0,0
-0.86,6.5,13.0,-49.0,0
1.59,9.4,13.0,-50.0,1
-0.0,28.9,13.0,-41.0,1
-0.57,9.6,18.0,5.0,0
-0.62,5.3,19.0,90.0,0
2.21,17.2,25.0,-0.0,0
0.01,28.4,16.0,15.0,1
0.41,6.3,13.0,56.0,0
1.08,11.5,14.0,12.0,0
0.78,12.1,15.0,25.0,0
-2.76,19.4,20.0,38.0,0
-0.58,13.4,17.0,-26.0,1
0.54,14.5,11.0,27.0,0
0.47,19.8,15.0,-29.0,0
-0.43,10.0,11.0,-4.0,1
-0.32,16.9,17.0,-3.0,0
-0.42,14.6,13.0,-9.0,0
-1.32,11.4,13.0,-53.0,0
1.59,12.9,9.0,-3.0,0
-1.37,13.7,17.0,96.0,0
-0.14,14.8,19.0,58.0,0
0.5,12.4,13.0,-47.0,0
0.3,5.0,15.0,1.0,0
0.92,25.7,14.0,-0.0,1
0.7,30.0,14.0,50.0,1
-4.14,16.4,13.0,78.0,0
0.07,18.7,12.0,26.0,0
2.83,19.6,19.0,14.0,1
2.99,19.1,7.0,65.0,1
1.36,16.4,17.0,-14.0,0
2.54,14.3,16.0,-34.0,1
-0.31,17.0,20.0,-63.0,0
1.14,7.0,14.0,-28.0,0
0.33,22.8,14.0,44.0,0
1.34,14.0,13.0,-22.0,0
3.69,16.4,16.0,3.0,1
2.0,11.0,13.0,-69.0,1
-0.32,20.6,12.0,29.0,0
-0.72,13.3,13.0,48.0,0
0.5,17.1,12.0,5.0,0
1.3,9.6,12.0,54.0,0
-0.47,13.3,15.0,-32.0,0
1.47,22.1,14.0,2.0,1
0.8,18.2,17.0,29.0,0
2.26,12.6,15.0,-26.0,0
-1.0,19.1,11.0,-0.0,1
0.51,13.7,9.0,20.0,0
-4.88,13.4,12.0,39.0,0
-1.23,17.9,17.0,-7.0,0
-2.69,11.8,17.0,-30.0,0
0.67,17.4,18.0,-12.0,0
1.92,18.4,18.0,19.0,1
-3.34,17.4,18.0,39.0,0
2.71,20.5,16.0,80.0,1
-1.55,12.5,20.0,22.0,0
-2.8,22.9,16.0,67.0,0
1.45,19.7,21.0,72.0,0
2.34,15.9,13.0,-7.0,1
0.21,14.5,13.0,42.0,0
3.64,22.8,14.0,17.0,1
1.02,16.6,15.0,37.0,0
0.8,16.5,14.0,-7.0,1
-0.86,15.1,17.0,-0.0,0
-2.61,22.3,15.0,-2.0,0
-0.53,17.4,13.0,-43.0,0
-0.6,15.3,14.0,65.0,0
0.38,13.5,19.0,3.0,0
-0.78,14.2,16.0,-12.0,0
-1.81,15.9,10.0,-8.0,1
1.08,24.3,20.0,1.0,1
-2.25,15.7,16.0,2.0,0
-0.5,14.7,17.0,57.0,0
-0.92,16.7,18.0,20.0,0
-0.52,12.0,18.0,-36.0,0
-0.12,23.4,12.0,-56.0,0
-1.9,16.6,12.0,-58.0,0
0.01,16.3,22.0,-8.0,0
-3.05,19.2,13.0,34.0,0
-0.23,19.0,16.0,-2.0,0
0.99,19.0,20.0,25.0,0
-1.08,21.8,14.0,-49.0,1
2.27,10.8,14.0,34.0,0
1.32,24.7,18.0,61.0,0
1.24,16.1,16.0,-79.0,0
-3.62,10.4,16.0,-47.0,0
1.98,26.2,15.0,-114.0,1
-1.05,17.3,13.0,4.0,1
-2.89,13.9,14.0,38.0,0
3.74,22.0,19.0,36.0,1
-0.12,20.5,14.0,23.0,0
0.98,17.1,16.0,-76.0,0
0.46,16.2,12.0,-5.0,0
-0.03,13.4,21.0,-52.0,0
-0.77,24.0,16.0,1.0,0
-1.84,19.4,16.0,-5.0,0
-2.77,8.3,18.0,-64.0,0
-2.92,22.8,14.0,35.0,0
-0.87,17.6,19.0,48.0,0
-1.78,18.2,10.0,25.0,0
1.04,15.1,13.0,53.0,0
-0.83,25.7,13.0,16.0,1
-0.57,8.1,9.0,7.0,1
1.28,12.5,13.0,4.0,0
3.87,16.8,15.0,-7.0,1
-1.66,18.1,12.0,-1.0,0
-3.1,25.0,11.0,98.0,0
0.13,19.0,15.0,12.0,0
1.68,18.5,15.0,10.0,0
-0.43,12.2,14.0,-49.0,0
1.27,11.7,11.0,-69.0,0
-1.1,18.0,14.0,-2.0,0
4.78,7.2,13.0,12.0,1
1.23,9.2,15.0,-75.0,0
-0.97,18.1,13.0,-19.0,0
-1.5,22.8,15.0,57.0,0
0.54,12.3,11.0,80.0,0
1.12,13.8,11.0,-104.0,0
-2.62,26.5,17.0,60.0,0
0.02,17.4,17.0,-13.0,0
1.49,17.2,14.0,-25.0,0
0.67,15.2,15.0,-37.0,0
1.25,17.2,14.0,20.0,0
2.98,15.2,18.0,63.0,1
-6.22,8.4,14.0,40.0,0
0.44,19.6,14.0,12.0,1
-4.7,22.0,18.0,33.0,0
-0.09,28.8,13.0,-54.0,1
-2.11,16.0,15.0,17.0,0
-0.26,16.7,12.0,23.0,0
-1.87,11.6,17.0,-50.0,0
1.65,22.5,17.0,62.0,1
0.28,17.5,11.0,-15.0,0
0.38,21.8,11.0,-105.0,0
4.31,12.4,16.0,7.0,1
-3.01,16.5,21.0,-94.0,0
-1.27,23.6,18.0,34.0,0
0.75,9.4,14.0,43.0,0
2.44,14.2,12.0,7.0,1
-1.92,21.4,11.0,84.0,1
-0.82,21.4,17.0,-73.0,0
0.25,24.0,18.0,60.0,1
-0.3,14.7,13.0,34.0,1
-1.47,15.4,14.0,-86.0,0
-0.1,30.0,15.0,136.0,1
1.3,18.4,20.0,-32.0,0
-2.41,16.0,15.0,-44.0,0
0.29,20.3,12.0,-70.0,1
0.07,16.5,12.0,-8.0,0
2.19,22.5,12.0,-6.0,1
5.04,14.7,19.0,23.0,1
1.91,24.4,17.0,-15.0,1
-1.41,16.7,14.0,32.0,0
1.27,18.4,6.0,-19.0,0
-0.1,16.6,12.0,38.0,0
-0.68,12.9,16.0,-7.0,0
-1.06,18.7,16.0,-118.0,0
-2.28,12.6,16.0,18.0,0
0.16,18.0,11.0,-49.0,0
-2.59,18.1,16.0,8.0,0
1.31,16.5,12.0,66.0,0
-0.71,30.0,15.0,-47.0,1
0.36,15.2,13.0,53.0,0
-1.74,19.9,18.0,30.0,0
1.16,11.3,16.0,-31.0,0
-1.41,23.8,15.0,-18.0,0
-2.68,5.1,19.0,-36.0,0
3.14,9.8,14.0,34.0,1
0.42,20.2,11.0,-19.0,0
-0.62,20.8,18.0,-42.0,0
-0.38,17.5,16.0,24.0,0
-0.72,23.5,14.0,-2.0,1
0.99,11.6,13.0,67.0,1
-3.09,15.9,17.0,-97.0,0
-3.61,13.9,17.0,1.0,0
0.23,11.4,13.0,31.0,0
-3.49,18.6,17.0,10.0,0
-1.77,16.5,16.0,65.0,0
1.81,23.1,13.0,-31.0,1
0.33,18.2,15.0,-15.0,0
0.36,18.5,13.0,44.0,0
-2.24,5.0,19.0,5.0,0
2.78,17.2,13.0,-20.0,1
2.01,18.5,20.0,8.0,1
-2.72,21.6,15.0,-33.0,0
-0.22,18.4,10.0,18.0,0
-0.93,7.6,8.0,-26.0,0
-0.09,17.4,14.0,68.0,0
2.18,21.0,19.0,-161.0,1
-0.76,10.3,19.0,-29.0,1
1.97,16.6,15.0,-19.0,0
-0.06,26.5,13.0,-84.0,1
-1.23,25.2,14.0,66.0,1
-0.8,15.6,16.0,24.0,0
-1.08,5.3,18.0,29.0,0
0.05,13.4,17.0,-18.0,0
0.32,6.4,18.0,-73.0,0
0.46,14.7,17.0,-37.0,0
1.21,15.3,18.0,34.0,1
1.47,25.6,8.0,22.0,1
-3.0,14.1,12.0,-44.0,0
0.48,15.4,12.0,33.0,1
-1.22,22.1,11.0,12.0,0
1.64,8.6,15.0,-104.0,0
2.59,12.2,11.0,-3.0,1
-0.9,12.9,12.0,-39.0,0
3.81,20.4,15.0,-43.0,1
1.51,22.2,10.0,-20.0,1
2.0,19.9,14.0,14.0,1
-1.59,16.8,17.0,-3.0,0
-0.05,18.3,11.0,4.0,0
1.38,21.3,17.0,9.0,0
0.58,15.4,13.0,-37.0,0
-1.83,18.5,16.0,35.0,0
-1.85,10.6,12.0,95.0,0
-3.62,13.3,16.0,-50.0,1
0.74,16.1,14.0,52.0,0
1.23,16.7,16.0,2.0,0
1.34,22.2,13.0,-24.0,0
-3.43,14.8,17.0,-12.0,0
-0.3,22.2,18.0,-8.0,0
0.79,19.8,15.0,40.0,0
-0.61,16.8,14.0,69.0,0
2.17,11.6,14.0,18.0,0
-0.52,22.2,11.0,59.0,0
-0.61,11.7,16.0,-48.0,0
0.25,17.4,17.0,-21.0,1
0.59,22.6,20.0,79.0,0
0.95,14.7,19.0,16.0,0
-0.63,15.1,12.0,-22.0,0
-4.79,16.2,16.0,-27.0,0
-1.21,7.4,15.0,10.0,0
1.07,26.3,19.0,2.0,1
-3.3,14.4,13.0,-45.0,0
2.14,16.7,18.0,-41.0,0
0.25,16.7,12.0,106.0,0
0.54,17.5,15.0,-14.0,0
-1.61,29.6,12.0,-101.0,1
2.68,20.7,9.0,23.0,1
0.15,12.9,12.0,2.0,0
-1.2,21.9,14.0,56.0,0
2.96,8.5,19.0,50.0,1
-1.67,6.4,12.0,37.0,0
1.14,12.5,13.0,15.0,0
1.0,14.3,11.0,23.0,0
-2.48,18.8,18.0,9.0,0
-1.59,20.1,14.0,89.0,0
2.71,18.1,14.0,12.0,1
-2.27,22.3,14.0,7.0,0
0.06,21.5,9.0,3.0,0
2.68,12.4,11.0,10.0,1
-3.25,11.2,12.0,-42.0,0
1.26,22.3,17.0,-87.0,0
-2.5,24.2,8.0,31.0,0
-0.64,17.6,17.0,14.0,0
-0.42,11.3,16.0,74.0,1
-2.36,26.1,10.0,-47.0,0
-1.82,17.3,14.0,58.0,0
-0.15,15.1,18.0,118.0,0
0.93,11.9,12.0,-19.0,0
0.96,19.1,13.0,14.0,0
-3.28,16.5,23.0,26.0,0
0.93,18.8,16.0,15.0,1
0.08,15.0,14.0,28.0,0
-1.27,25.0,14.0,19.0,1
-0.87,24.5,16.0,39.0,1
-2.08,22.3,17.0,-56.0,0
-3.14,15.9,9.0,-4.0,0
-1.09,16.1,8.0,55.0,0
-2.29,17.5,12.0,-114.0,0
-1.6,19.7,15.0,-11.0,0
0.66,11.5,15.0,18.0,0
0.1,11.3,10.0,-1.0,0
0.64,18.4,14.0,-56.0,0
-4.51,23.2,15.0,-3.0,0
-0.54,18.1,12.0,-3.0,0
-0.21,23.1,13.0,80.0,1
-0.9,17.7,13.0,33.0,0
-1.38,16.7,16.0,-52.0,0
1.23,19.3,15.0,84.0,0
0.64,23.8,12.0,-26.0,1
0.69,21.6,18.0,-1.0,0
-3.94,15.9,11.0,-31.0,0
-1.26,19.7,10.0,26.0,0
-3.06,15.5,14.0,-26.0,0
-1.84,23.7,14.0,14.0,0
-0.86,18.4,15.0,-47.0,0
-1.25,18.8,11.0,-50.0,0
-0.36,11.0,18.0,34.0,0
-2.1,21.8,20.0,-22.0,0
0.41,15.3,15.0,-43.0,0
-2.41,18.2,16.0,-32.0,0
0.72,26.6,9.0,35.0,1
1.16,17.4,14.0,7.0,0
0.71,12.0,13.0,-30.0,0
-0.66,21.6,12.0,1.0,0
0.02,19.2,13.0,13.0,0
-1.31,22.3,13.0,15.0,0
0.58,8.2,11.0,17.0,0
-2.64,23.2,14.0,46.0,0
1.58,11.2,12.0,53.0,0
2.21,5.9,17.0,15.0,0
-1.17,17.1,16.0,36.0,0
-0.15,25.5,16.0,91.0,1
3.2,23.5,18.0,44.0,1
2.24,5.0,13.0,32.0,0
1.78,15.8,16.0,-6.0,0
0.54,17.4,18.0,9.0,0
-0.12,12.5,12.0,99.0,0
-1.03,19.6,9.0,1.0,0
0.47,18.3,13.0,4.0,0
0.88,10.4,18.0,-72.0,0
0.5,26.9,12.0,-7.0,1
2.49,21.2,14.0,40.0,1
2.82,13.4,13.0,-31.0,1
1.59,18.8,14.0,4.0,0
3.01,19.7,12.0,9.0,0
1.28,17.0,11.0,-42.0,0
-1.35,11.7,14.0,-86.0,0
0.1,17.8,14.0,12.0,0
-1.34,8.6,18.0,45.0,0
-0.01,17.9,15.0,-11.0,0
-2.08,13.9,11.0,72.0,0
-0.5,27.4,13.0,-35.0,1
-0.32,15.6,17.0,-53.0,0
-1.6,14.8,14.0,-3.0,0
2.46,26.2,12.0,-4.0,1
2.36,26.2,15.0,-30.0,1
-1.67,11.5,13.0,-50.0,0
1.74,12.1,16.0,68.0,0
-1.18,17.0,16.0,98.0,0
-1.33,16.5,12.0,-12.0,1
2.78,13.5,20.0,62.0,1
-2.19,13.4,15.0,-40.0,0
-3.57,21.4,7.0,54.0,0
1.35,13.9,16.0,52.0,0
-1.2,6.6,7.0,43.0,0
-0.75,26.0,18.0,-1.0,1
-3.44,29.1,15.0,60.0,0
0.7,17.7,15.0,-11.0,0
3.79,12.9,15.0,-31.0,1
0.6,22.9,17.0,-6.0,0
1.78,12.7,13.0,6.0,0
1.34,14.7,15.0,-21.0,0
-1.26,10.5,15.0,-41.0,0
0.11,8.3,6.0,51.0,0
-0.16,11.5,17.0,-36.0,0
0.44,20.0,17.0,-46.0,0
-0.82,22.3,16.0,-33.0,0
-3.26,25.5,16.0,-23.0,0
3.7,22.3,20.0,14.0,1
-1.65,22.9,15.0,17.0,0
-0.11,5.0,15.0,23.0,0
0.7,15.6,13.0,14.0,0
-2.26,11.6,9.0,51.0,0
0.76,10.2,16.0,72.0,0
1.49,12.8,13.0,-53.0,0
2.07,10.2,9.0,-33.0,0
1.14,20.3,15.0,64.0,0
-0.38,19.8,14.0,-38.0,0
2.15,21.2,14.0,11.0,1
-1.1,17.0,15.0,-97.0,0
0.97,8.4,10.0,-56.0,0
-1.46,20.7,18.0,77.0,0
0.46,17.3,16.0,-46.0,0
-1.61,8.4,18.0,62.0,0
1.55,20.4,13.0,38.0,1
1.84,20.1,16.0,-90.0,0
2.23,8.9,9.0,23.0,0
-0.14,20.1,12.0,-6.0,1
0.6,14.0,11.0,-23.0,0
-3.71,14.0,16.0,12.0,0
-2.17,19.3,11.0,-68.0,0
0.23,16.5,13.0,35.0,0
-1.7,24.6,15.0,59.0,0
0.35,24.0,14.0,20.0,1
-0.34,21.4,11.0,-69.0,0
-3.13,17.8,20.0,24.0,1
1.76,23.4,15.0,53.0,1
-0.84,15.8,20.0,55.0,0
-3.27,19.5,12.0,118.0,0
0.83,24.9,14.0,70.0,1
-0.11,19.5,15.0,12.0,0
0.17,13.2,19.0,15.0,0
0.01,14.9,20.0,-2.0,0
2.07,12.9,13.0,-87.0,0
-2.63,30.0,13.0,1.0,1
-1.16,21.3,15.0,19.0,0
-0.64,16.1,18.0,-30.0,0
2.16,16.8,15.0,21.0,1
-2.24,9.9,16.0,43.0,0
0.32,24.4,18.0,67.0,1
0.57,13.7,18.0,-23.0,0
2.05,28.9,18.0,63.0,1
0.22,24.6,17.0,27.0,0
1.23,24.0,19.0,-64.0,0
0.38,5.0,11.0,-45.0,1
1.44,19.6,22.0,10.0,0
0.28,15.7,18.0,45.0,0
-0.88,5.0,15.0,6.0,0
-2.61,21.3,18.0,-25.0,0
-0.22,19.5,14.0,59.0,0
1.14,11.3,16.0,66.0,0
1.54,17.3,17.0,43.0,0
1.08,22.5,18.0,15.0,1
0.05,5.0,14.0,-12.0,0
-0.72,9.5,18.0,-60.0,0
0.38,20.2,14.0,8.0,0
-2.28,17.6,17.0,-50.0,0
-0.98,25.1,15.0,58.0,1
1.2,23.1,10.0,53.0,1
-1.94,20.5,13.0,-28.0,0
-1.32,21.9,18.0,52.0,0
-1.56,8.8,14.0,32.0,1
-0.68,18.4,19.0,86.0,0
-1.46,26.4,11.0,75.0,1
0.29,26.6,17.0,-64.0,1
2.4,18.7,15.0,-25.0,1
-1.27,13.3,14.0,10.0,0
-1.84,22.8,11.0,-17.0,0
0.66,21.0,16.0,-20.0,0
0.56,12.4,12.0,69.0,1
0.42,15.3,13.0,52.0,0
-1.95,13.6,15.0,-33.0,1
-1.48,25.2,14.0,-47.0,0
2.2,18.8,18.0,30.0,1
-0.77,11.2,7.0,29.0,1
0.18,14.4,14.0,26.0,0
-2.03,15.2,14.0,-38.0,0
0.45,25.6,15.0,20.0,1
-2.67,10.0,13.0,-16.0,0
0.53,18.2,18.0,-40.0,1
-0.7,9.0,14.0,-11.0,0
0.53,12.7,15.0,16.0,0
-0.73,15.4,18.0,-16.0,0
0.47,16.7,15.0,16.0,1
3.61,25.8,11.0,22.0,1
-1.05,18.5,14.0,42.0,0
-0.48,22.4,15.0,64.0,0
-1.32,16.1,10.0,4.0,0
-0.26,17.7,13.0,-65.0,0
0.95,14.2,15.0,-17.0,0
0.57,23.3,21.0,2.0,0
1.38,14.9,16.0,-8.0,1
1.91,10.7,15.0,-17.0,0
1.33,22.6,20.0,7.0,1
1.84,10.0,17.0,20.0,0
0.43,18.4,17.0,68.0,0
-1.46,7.2,14.0,-32.0,0
1.6,16.2,11.0,3.0,0
-0.76,21.9,16.0,-5.0,0
1.39,15.5,20.0,-9.0,0
-2.51,15.5,20.0,2.0,0
-0.71,16.9,17.0,83.0,1
-1.38,16.0,13.0,-38.0,0
0.78,12.2,10.0,-17.0,0
-1.15,23.7,13.0,19.0,0
-0.03,13.6,16.0,47.0,0
